numero_titulo,tipo_credor,serie,n,id_cliente,tipo_pagamento,data_emissao,vencimento,data_pagamento,valor_titulo,instituicao,situacao_titulo,codigo_credito,descricao_credito,codigo_debito,descricao_debito,data_hora_lancamento
54729,1,100,1,2413,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:47
54730,1,100,1,2428,8,2025-05-13 00:00:00.000,2025-10-10 00:00:00.000,2025-10-21 00:00:00.000,"1023,61",2,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:47
54731,1,100,1,5674,2,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:48
54732,1,100,1,2416,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:48
54733,1,100,1,2424,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1967,33",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:49
54734,1,100,1,2407,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1423,72",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:50
54735,1,100,1,4151,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1599,94",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:50
54736,1,100,1,2405,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1760,87",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:51
54737,1,100,1,2403,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:51
54738,1,100,1,2410,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1423,72",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:52
54739,1,100,1,2426,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:53
54740,1,100,1,3546,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1423,72",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:53
54741,1,100,1,5242,2,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:54
54742,1,100,1,2419,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1644,01",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:54
54743,1,100,1,3398,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1423,72",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:55
54744,1,100,1,2411,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1645,46",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:55
54745,1,100,1,2404,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:56
54746,1,100,1,3942,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:56
54747,1,100,1,2422,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:56
54748,1,100,1,2418,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"2285,69",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:57
54749,1,100,1,3869,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1442,24",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:57
54750,1,100,1,2431,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1453,96",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:58
54751,1,100,1,2544,8,2025-05-13 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"1101,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:59
54752,1,100,1,5820,2,2025-05-14 00:00:00.000,2025-06-11 00:00:00.000,2025-06-09 00:00:00.000,"834,41",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM10:10
54753,1,100,1,4059,2,2025-05-14 00:00:00.000,2025-06-11 00:00:00.000,2025-06-11 00:00:00.000,"606,64",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM10:10
54753,1,100,2,4059,2,2025-05-14 00:00:00.000,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,"507,65",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM10:10
54754,1,100,1,478,2,2025-05-14 00:00:00.000,2025-06-13 00:00:00.000,2025-06-13 00:00:00.000,"2156,91",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM10:11
54754,1,100,2,478,2,2025-05-14 00:00:00.000,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,"1551,72",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM10:11
54754,1,100,3,478,2,2025-05-14 00:00:00.000,2025-07-14 00:00:00.000,2025-07-14 00:00:00.000,"1551,72",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM10:11
54754,1,100,4,478,2,2025-05-14 00:00:00.000,2025-07-28 00:00:00.000,2025-07-28 00:00:00.000,"1551,72",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM10:11
54755,1,100,1,4657,2,2025-05-14 00:00:00.000,2025-05-28 00:00:00.000,2025-05-28 00:00:00.000,"2606,44",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM10:13
54756,1,100,1,5821,1,2025-05-14 00:00:00.000,2025-05-14 00:00:00.000,2025-05-13 00:00:00.000,"425,08",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM11:11
54759,1,100,1,5437,2,2025-05-14 00:00:00.000,2025-06-25 00:00:00.000,2025-06-26 00:00:00.000,"721,43",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM13:41
54759,1,100,2,5437,2,2025-05-14 00:00:00.000,2025-07-09 00:00:00.000,2025-07-14 00:00:00.000,"558,16",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM13:41
54759,1,100,3,5437,2,2025-05-14 00:00:00.000,2025-08-06 00:00:00.000,2025-08-11 00:00:00.000,"558,16",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 14 2025 12:00AM13:41
54760,1,100,1,3482,2,2025-05-15 00:00:00.000,2025-06-12 00:00:00.000,2025-06-11 00:00:00.000,"1771,45",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:19
54760,1,100,2,3482,2,2025-05-15 00:00:00.000,2025-06-26 00:00:00.000,2025-06-26 00:00:00.000,"1370,57",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:19
54760,1,100,3,3482,2,2025-05-15 00:00:00.000,2025-07-10 00:00:00.000,2025-07-08 00:00:00.000,"1370,57",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:19
54761,1,100,1,5819,2,2025-05-15 00:00:00.000,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,"1218,25",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:20
54761,1,100,2,5819,2,2025-05-15 00:00:00.000,2025-06-26 00:00:00.000,2025-06-26 00:00:00.000,"942,55",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:20
54761,1,100,3,5819,2,2025-05-15 00:00:00.000,2025-07-10 00:00:00.000,2025-07-10 00:00:00.000,"942,55",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:20
54762,1,100,1,5753,2,2025-05-15 00:00:00.000,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,"425,26",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:20
54763,1,100,1,1029,2,2025-05-15 00:00:00.000,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,"657,15",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:21
54763,1,100,2,1029,2,2025-05-15 00:00:00.000,2025-06-26 00:00:00.000,2025-06-26 00:00:00.000,"549,91",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:21
54764,1,100,1,5776,1,2025-05-15 00:00:00.000,2025-05-15 00:00:00.000,2025-05-13 00:00:00.000,"2384,73",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:22
54765,1,100,1,5196,2,2025-05-15 00:00:00.000,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,"1001,24",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:23
54765,1,100,2,5196,2,2025-05-15 00:00:00.000,2025-06-20 00:00:00.000,2025-06-16 00:00:00.000,"774,65",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:23
54765,1,100,3,5196,2,2025-05-15 00:00:00.000,2025-06-26 00:00:00.000,2025-06-24 00:00:00.000,"774,65",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:23
54766,1,100,1,2216,2,2025-05-15 00:00:00.000,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,"792,87",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:23
54766,1,100,2,2216,2,2025-05-15 00:00:00.000,2025-06-26 00:00:00.000,2025-06-26 00:00:00.000,"663,49",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:23
54767,1,100,1,789,2,2025-05-15 00:00:00.000,2025-06-12 00:00:00.000,2025-06-11 00:00:00.000,"687,22",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:24
54767,1,100,2,789,2,2025-05-15 00:00:00.000,2025-06-26 00:00:00.000,2025-06-25 00:00:00.000,"531,69",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:24
54767,1,100,3,789,2,2025-05-15 00:00:00.000,2025-07-10 00:00:00.000,2025-07-09 00:00:00.000,"531,69",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:24
54768,1,100,1,1163,2,2025-05-15 00:00:00.000,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,"478,86",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:24
54769,1,100,1,381,2,2025-05-15 00:00:00.000,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,"1505,39",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:25
54769,1,100,2,381,2,2025-05-15 00:00:00.000,2025-07-10 00:00:00.000,2025-07-10 00:00:00.000,"1164,71",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:25
54769,1,100,3,381,2,2025-05-15 00:00:00.000,2025-08-07 00:00:00.000,2025-08-07 00:00:00.000,"1164,71",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:25
54770,1,100,1,178,2,2025-05-15 00:00:00.000,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,"307,6",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:25
54771,1,100,1,2412,8,2025-05-15 00:00:00.000,2025-10-10 00:00:00.000,2025-10-21 00:00:00.000,"1068,15",2,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:43
54772,1,100,1,3744,8,2025-05-15 00:00:00.000,2025-10-10 00:00:00.000,2025-10-21 00:00:00.000,"1085,28",2,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:43
54773,1,100,1,2408,8,2025-05-15 00:00:00.000,2025-10-10 00:00:00.000,2025-10-21 00:00:00.000,"1344,51",2,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:44
54774,1,100,1,5464,2,2025-05-15 00:00:00.000,2025-10-10 00:00:00.000,2025-10-21 00:00:00.000,"1023,61",2,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:44
54775,1,100,1,2405,8,2025-05-15 00:00:00.000,2025-10-10 00:00:00.000,2025-10-21 00:00:00.000,"1110,44",2,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:45
54776,1,100,1,4151,8,2025-05-15 00:00:00.000,2025-10-10 00:00:00.000,2025-10-21 00:00:00.000,"1182,41",2,3,2,VENDA DE PRODUTOS,NULL,NULL,May 15 2025 12:00AM13:45
54779,1,100,1,151,2,2025-05-16 00:00:00.000,2025-06-13 00:00:00.000,2025-06-13 00:00:00.000,"1375,15",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 16 2025 12:00AM10:03
54779,1,100,2,151,2,2025-05-16 00:00:00.000,2025-07-11 00:00:00.000,2025-07-11 00:00:00.000,"1063,96",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 16 2025 12:00AM10:03
54779,1,100,3,151,2,2025-05-16 00:00:00.000,2025-08-08 00:00:00.000,2025-08-11 00:00:00.000,"1063,96",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 16 2025 12:00AM10:03
54781,1,100,1,4679,2,2025-05-20 00:00:00.000,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,"990,06",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:49
54781,1,100,2,4679,2,2025-05-20 00:00:00.000,2025-07-01 00:00:00.000,2025-07-02 00:00:00.000,"828,49",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:49
54782,1,100,1,4921,2,2025-05-20 00:00:00.000,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,"1401,18",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:49
54782,1,100,2,4921,2,2025-05-20 00:00:00.000,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,"1084,08",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:49
54782,1,100,3,4921,2,2025-05-20 00:00:00.000,2025-07-15 00:00:00.000,2025-07-15 00:00:00.000,"1084,08",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:49
54783,1,100,1,2033,2,2025-05-20 00:00:00.000,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,"1712,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:50
54783,1,100,2,2033,2,2025-05-20 00:00:00.000,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,"1232,32",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:50
54783,1,100,3,2033,2,2025-05-20 00:00:00.000,2025-07-15 00:00:00.000,2025-07-15 00:00:00.000,"1232,32",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:50
54783,1,100,4,2033,2,2025-05-20 00:00:00.000,2025-07-29 00:00:00.000,2025-07-29 00:00:00.000,"1232,32",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:50
54784,1,100,1,4759,2,2025-05-20 00:00:00.000,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,"1198,47",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:52
54784,1,100,2,4759,2,2025-05-20 00:00:00.000,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,"805,68",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:52
54784,1,100,3,4759,2,2025-05-20 00:00:00.000,2025-07-15 00:00:00.000,2025-07-15 00:00:00.000,"805,68",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:52
54784,1,100,4,4759,2,2025-05-20 00:00:00.000,2025-08-04 00:00:00.000,2025-08-04 00:00:00.000,"805,68",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:52
54784,1,100,5,4759,2,2025-05-20 00:00:00.000,2025-08-12 00:00:00.000,2025-08-12 00:00:00.000,"805,67",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:52
54785,1,100,1,1207,2,2025-05-20 00:00:00.000,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,"1039,35",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:53
54785,1,100,2,1207,2,2025-05-20 00:00:00.000,2025-07-15 00:00:00.000,2025-07-15 00:00:00.000,"869,74",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:53
54786,1,100,1,4707,2,2025-05-20 00:00:00.000,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,"829,19",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:54
54786,1,100,2,4707,2,2025-05-20 00:00:00.000,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,"596,53",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:54
54786,1,100,3,4707,2,2025-05-20 00:00:00.000,2025-07-29 00:00:00.000,2025-07-29 00:00:00.000,"596,53",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:54
54786,1,100,4,4707,2,2025-05-20 00:00:00.000,2025-08-12 00:00:00.000,2025-08-12 00:00:00.000,"596,51",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:54
54787,1,100,1,5082,2,2025-05-20 00:00:00.000,2025-06-17 00:00:00.000,2025-06-16 00:00:00.000,"1500,01",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:54
54787,1,100,2,5082,2,2025-05-20 00:00:00.000,2025-06-24 00:00:00.000,2025-06-23 00:00:00.000,"1160,55",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:54
54787,1,100,3,5082,2,2025-05-20 00:00:00.000,2025-07-01 00:00:00.000,2025-06-30 00:00:00.000,"1160,55",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:54
54788,1,100,1,4150,2,2025-05-21 00:00:00.000,2025-06-18 00:00:00.000,2025-06-18 00:00:00.000,"1197,41",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:00
54788,1,100,2,4150,2,2025-05-21 00:00:00.000,2025-07-16 00:00:00.000,2025-07-16 00:00:00.000,"926,43",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:00
54788,1,100,3,4150,2,2025-05-21 00:00:00.000,2025-08-13 00:00:00.000,2025-08-13 00:00:00.000,"926,42",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:00
54789,1,100,1,5713,2,2025-05-21 00:00:00.000,2025-06-18 00:00:00.000,2025-06-18 00:00:00.000,"1043,09",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:00
54789,1,100,2,5713,2,2025-05-21 00:00:00.000,2025-07-02 00:00:00.000,2025-07-07 00:00:00.000,"807,03",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:00
54789,1,100,3,5713,2,2025-05-21 00:00:00.000,2025-07-16 00:00:00.000,2025-07-16 00:00:00.000,"807,03",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:00
54790,1,100,1,4255,2,2025-05-21 00:00:00.000,2025-06-18 00:00:00.000,2025-06-18 00:00:00.000,"977,24",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:01
54791,1,100,1,478,2,2025-05-21 00:00:00.000,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,"645,15",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:03
54791,1,100,2,478,2,2025-05-21 00:00:00.000,2025-07-02 00:00:00.000,2025-07-02 00:00:00.000,"539,87",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:03
54792,1,100,1,5822,2,2025-05-22 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"1006,19",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:44
54792,1,100,2,5822,2,2025-05-22 00:00:00.000,2025-07-17 00:00:00.000,2025-07-17 00:00:00.000,"723,89",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:44
54792,1,100,3,5822,2,2025-05-22 00:00:00.000,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,"723,89",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:44
54792,1,100,4,5822,2,2025-05-22 00:00:00.000,2025-08-28 00:00:00.000,2025-08-28 00:00:00.000,"723,89",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:44
54793,1,100,1,5708,2,2025-05-22 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"1222,71",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:45
54793,1,100,2,5708,2,2025-05-22 00:00:00.000,2025-07-17 00:00:00.000,2025-07-17 00:00:00.000,"1023,18",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:45
54794,1,100,1,5497,8,2025-05-22 00:00:00.000,2025-08-18 00:00:00.000,2025-09-15 00:00:00.000,"2748,2",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:46
54794,1,100,2,5497,8,2025-05-22 00:00:00.000,2025-09-15 00:00:00.000,2025-09-15 00:00:00.000,"2299,75",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:46
54795,1,100,1,4571,8,2025-05-22 00:00:00.000,2025-08-11 00:00:00.000,2025-09-10 00:00:00.000,"7036,91",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:46
54795,1,100,2,4571,8,2025-05-22 00:00:00.000,2025-09-10 00:00:00.000,2025-09-10 00:00:00.000,"5888,62",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM09:46
54796,1,100,1,1577,2,2025-05-22 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"1068,55",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM11:11
54796,1,100,2,1577,2,2025-05-22 00:00:00.000,2025-07-03 00:00:00.000,2025-07-03 00:00:00.000,"718,37",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM11:11
54796,1,100,3,1577,2,2025-05-22 00:00:00.000,2025-07-17 00:00:00.000,2025-07-17 00:00:00.000,"718,37",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM11:11
54796,1,100,4,1577,2,2025-05-22 00:00:00.000,2025-07-31 00:00:00.000,2025-07-31 00:00:00.000,"718,37",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM11:11
54796,1,100,5,1577,2,2025-05-22 00:00:00.000,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,"718,36",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM11:11
54797,1,100,1,397,2,2025-05-22 00:00:00.000,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,"5322,56",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 22 2025 12:00AM11:12
54802,1,100,1,5753,2,2025-05-23 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"1211,41",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:20
54802,1,100,2,5753,2,2025-05-23 00:00:00.000,2025-06-27 00:00:00.000,2025-06-27 00:00:00.000,"937,26",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:20
54802,1,100,3,5753,2,2025-05-23 00:00:00.000,2025-07-04 00:00:00.000,2025-07-04 00:00:00.000,"937,26",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:20
54803,1,100,1,2269,2,2025-05-23 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"795,52",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:20
54803,1,100,2,2269,2,2025-05-23 00:00:00.000,2025-07-04 00:00:00.000,2025-07-04 00:00:00.000,"615,49",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:20
54803,1,100,3,2269,2,2025-05-23 00:00:00.000,2025-07-18 00:00:00.000,2025-07-18 00:00:00.000,"615,48",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:20
54804,1,100,1,5732,2,2025-05-23 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"628,29",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:21
54804,1,100,2,5732,2,2025-05-23 00:00:00.000,2025-07-18 00:00:00.000,2025-07-18 00:00:00.000,"3222,01",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:21
54804,1,100,3,5732,2,2025-05-23 00:00:00.000,2025-08-15 00:00:00.000,2025-08-15 00:00:00.000,3222,237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:21
54805,1,100,1,3744,8,2025-05-23 00:00:00.000,2025-10-10 00:00:00.000,2025-10-21 00:00:00.000,"1146,65",2,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:22
54806,1,100,1,394,2,2025-05-23 00:00:00.000,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,"731,09",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 23 2025 12:00AM10:32
54807,1,100,1,2017,2,2025-05-27 00:00:00.000,2025-06-24 00:00:00.000,2025-06-23 00:00:00.000,"1317,88",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 27 2025 12:00AM14:10
54807,1,100,2,2017,2,2025-05-27 00:00:00.000,2025-07-08 00:00:00.000,2025-07-07 00:00:00.000,"1019,63",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 27 2025 12:00AM14:10
